,Movie title,IMDB rating,Genre,Runtime,Age rating,Director
186,The Bad Batch,5.2 (30k),"Science-Fiction , Horror , Drama , Action & Adventure , Romance ",1h 58min,R,Ana Lily Amirpour 
187,Project X,6.6 (206k),Comedy ,1h 28min,R,Nima Nourizadeh 
188,Freaks,6.7 (34k),"Mystery & Thriller , Drama , Science-Fiction ",1h 45min,R,Adam B. Stein 
189,The Ritual,6.3 (94k),"Mystery & Thriller , Horror ",1h 34min,R,David Bruckner 
190,Cloudy with a Chance of Meatballs,6.9 (227k),"Comedy , Romance , Animation , Kids & Family , Fantasy , Science-Fiction , Drama ",1h 29min,PG,Phil Lord 
191,Heist,6.5 (36k),"Action & Adventure , Crime , Mystery & Thriller , Drama , Made in Europe ",1h 49min,R,David Mamet 
192,Kung Fu Panda 3,7.1 (154k),"Comedy , Action & Adventure , Kids & Family , Fantasy , Drama , Animation ",1h 35min,PG,Jennifer Yuh Nelson 
193,The Outpost,6.8 (32k),"Drama , History , War & Military , Action & Adventure ",2h 3min,R,Rod Lurie 
194,U.S. Marshals,6.5 (104k),"Mystery & Thriller , Action & Adventure , Crime ",2h 5min,PG-13,Stuart Baird 
195,"Hail, Caesar!",6.3 (133k),"Comedy , Drama , Music & Musical ",1h 46min,PG-13,Joel Coen 
196,42,7.5 (94k),"Drama , Sport ",2h 8min,PG-13,Brian Helgeland 
197,Once Upon a Time in Mexico,6.3 (161k),"Drama , Action & Adventure , Crime , Mystery & Thriller ",1h 42min,R,Robert Rodriguez 
198,In the Line of Fire,7.2 (102k),"Drama , Mystery & Thriller , Action & Adventure , Crime ",2h 8min,R,Wolfgang Petersen 
199,Without a Paddle,5.8 (47k),"Mystery & Thriller , Comedy ",1h 35min,PG-13,Steven Brill 
200,Rambo: Last Blood,6.1 (96k),"Mystery & Thriller , Crime , Western , Action & Adventure ",1h 41min,R,Adrian Grünberg 
201,Harold & Kumar Go to White Castle,7.0 (194k),Comedy ,1h 23min,R,Danny Leiner 
202,Beerfest,6.2 (68k),Comedy ,1h 50min,R,Jay Chandrasekhar 
203,I Care a Lot,6.3 (129k),"Comedy , Crime , Drama , Mystery & Thriller ",1h 58min,R,J Blakeson 
204,The Giver,6.4 (118k),"Science-Fiction , Mystery & Thriller , Drama , Romance ",1h 37min,PG-13,Phillip Noyce 
205,The Book of Eli,6.8 (313k),"Mystery & Thriller , Action & Adventure , Drama , Made in Europe ",1h 58min,R,Allen Hughes 
206,Coming Home in the Dark,5.7 (4k),"Mystery & Thriller , Crime , Horror ",1h 33min,NULL,James Ashcroft 
207,Road Trip,6.5 (168k),Comedy ,1h 33min,R,Todd Phillips 
208,Texas Chainsaw Massacre,4.8 (47k),"Mystery & Thriller , Horror , Crime ",1h 23min,R,David Blue Garcia 
209,"Yes, God, Yes",6.1 (14k),"Drama , Comedy ",1h 18min,R,Karen Maine 
210,The Edge of Seventeen,7.3 (123k),"Drama , Comedy ",1h 44min,R,Kelly Fremon Craig 
211,A Silent Voice: The Movie,8.1 (76k),"Animation , Drama , Romance , Kids & Family ",2h 10min,PG-13,Naoko Yamada 
212,The Weekend Away,5.6 (21k),"Mystery & Thriller , Crime , Drama ",1h 30min,NULL,Kim Farrant 
213,Edge of Seventeen,6.8 (6k),"Romance , Drama , Comedy ",1h 44min,R,David Moreton 
214,Enola Holmes,6.6 (160k),"Crime , Drama , Action & Adventure ",2h 3min,PG-13,Harry Bradbeer 
215,London Has Fallen,5.9 (156k),"Mystery & Thriller , Action & Adventure , Drama , Crime ",1h 39min,R,Babak Najafi 
216,The Guilty,6.3 (115k),"Mystery & Thriller , Drama , Action & Adventure , Crime ",1h 31min,R,Antoine Fuqua 
217,The Takedown,5.7 (5k),"Action & Adventure , Comedy , Crime , Drama ",1h 59min,NULL,Louis Leterrier 
218,Against the Ice,6.5 (19k),"History , Drama ",1h 42min,NULL,Peter Flinth 
219,"10,000 BC",5.1 (130k),"Fantasy , History , Mystery & Thriller , Action & Adventure , Drama ",1h 49min,PG-13,Roland Emmerich 
220,21 Bridges,6.6 (64k),"Drama , Mystery & Thriller , Crime , Action & Adventure ",1h 39min,R,Brian Kirk 
221,Awakenings,7.8 (138k),"Drama , Made in Europe ",2h 0min,PG-13,Penny Marshall 
222,Ghostland,6.4 (31k),"Mystery & Thriller , Horror , Drama , Made in Europe ",1h 31min,R,Pascal Laugier 
223,St. Vincent,7.2 (102k),"Comedy , Drama ",1h 43min,PG-13,Theodore Melfi 
224,Mr. Bean's Holiday,6.4 (124k),"Comedy , Kids & Family , Made in Europe ",1h 30min,G,Steve Bendelack 
225,Black Crab,5.6 (18k),"Mystery & Thriller , War & Military , Action & Adventure , Drama , Science-Fiction ",1h 54min,NULL,Adam Berg 
226,Philomena,7.6 (99k),"Drama , Comedy , Made in Europe ",1h 37min,PG-13,Stephen Frears 
227,Dark Skies,6.3 (75k),"Mystery & Thriller , Horror , Science-Fiction , Documentary ",1h 37min,PG-13,Scott Stewart 
228,Rise of the Guardians,7.2 (172k),"Fantasy , Comedy , Kids & Family , Mystery & Thriller , Animation , Science-Fiction , Drama , Action & Adventure , Made in Europe ",1h 30min,PG,Peter Ramsey 
229,The King,7.2 (123k),"Drama , War & Military , History , Romance ",2h 20min,R,David Michôd 
230,My Girl,6.9 (80k),"Drama , Comedy , Kids & Family , Romance , Made in Europe ",1h 42min,PG,Howard Zieff 
231,The Blue Lagoon,5.8 (69k),"Romance , Drama ",1h 44min,R,Randal Kleiser 
232,The Hand of God,7.4 (30k),Drama ,2h 10min,R,Paolo Sorrentino 
233,Ammar,2.5,Horror ,1h 30min,NULL,Mahmoud Kamel 
234,We Are Marshall,7.0 (60k),"Drama , Sport ",2h 11min,PG,McG 
235,Blood Diamond,8.0 (538k),"Drama , Mystery & Thriller ",2h 23min,R,Edward Zwick 
236,Toscana,5.7 (4k),"Drama , Comedy , Romance ",1h 30min,NULL,Mehdi Avaz 
237,Passing,6.7 (13k),"Drama , Mystery & Thriller ",1h 38min,PG-13,Rebecca Hall 
238,Tully,7.0 (57k),"Drama , Comedy ",1h 36min,R,Jason Reitman 
239,Bigbug,5.4 (7k),"Comedy , Science-Fiction , Fantasy ",1h 51min,R,Jean-Pierre Jeunet 
240,Borrego,5.4 (2k),Mystery & Thriller ,1h 42min,R,Jesse Harris 
241,Ip Man,8.0 (221k),"Action & Adventure , Fantasy , Drama , History ",1h 48min,R,Wilson Yip 
242,The Trip,6.9 (20k),"Action & Adventure , Mystery & Thriller , Comedy , Horror ",1h 54min,NULL,Tommy Wirkola 
243,The Golden Compass,6.1 (187k),"Fantasy , Kids & Family ",1h 53min,PG-13,Chris Weitz 
244,Insidious: Chapter 2,6.5 (168k),"Mystery & Thriller , Horror ",1h 46min,PG-13,James Wan 
245,Gunpowder Milkshake,6.0 (42k),"Action & Adventure , Mystery & Thriller , Crime ",1h 54min,R,Navot Papushado 
246,I Am Not Your Negro,7.9 (21k),"Documentary , History , Made in Europe ",1h 33min,R,Raoul Peck 
247,Johnny Mnemonic,5.6 (71k),"Mystery & Thriller , Science-Fiction , Action & Adventure , Drama ",1h 37min,R,Robert Longo 
